"trip_id","start_time","end_time","bikeid","tripduration","from_station_id","from_station_name","to_station_id","to_station_name","usertype","gender","birthyear"
"13518489","2017-03-31 20:11:07","2017-03-31 20:27:31","5498","984","344","Ravenswood Ave & Lawrence Ave","299","Halsted St & Roscoe St","Subscriber","Male","1966"
"13518488","2017-03-31 20:10:24","2017-03-31 20:16:51","1435","387","77","Clinton St & Madison St","56","Desplaines St & Kinzie St","Subscriber","Male","1981"
"13518485","2017-03-31 20:09:46","2017-03-31 20:15:52","3264","366","332","Halsted St & Diversey Pkwy","299","Halsted St & Roscoe St","Subscriber","Male","1966"
"13518484","2017-03-31 20:09:45","2017-03-31 20:20:43","5658","658","85","Michigan Ave & Oak St","181","LaSalle St & Illinois St","Subscriber","Male","1977"
"13518483","2017-03-31 20:09:38","2017-03-31 20:15:30","53","352","133","Kingsbury St & Kinzie St","110","Dearborn St & Erie St","Subscriber","Male","1987"
"13518482","2017-03-31 20:09:20","2017-03-31 20:13:57","1918","277","127","Lincoln Ave & Fullerton Ave","313","Lakeview Ave & Fullerton Pkwy","Subscriber","Male","1985"
"13518480","2017-03-31 20:08:42","2017-03-31 20:12:42","2591","240","260","Kedzie Ave & Milwaukee Ave","290","Kedzie Ave & Palmer Ct","Subscriber","Male","1970"
"13518479","2017-03-31 20:08:35","2017-03-31 20:37:27","2608","1732","327","Sheffield Ave & Webster Ave","333","Ashland Ave & Blackhawk St","Subscriber","Male","1981"
"13518478","2017-03-31 20:08:35","2017-03-31 20:14:37","5548","362","21","Aberdeen St & Jackson Blvd","77","Clinton St & Madison St","Subscriber","Male","1969"
"13518474","2017-03-31 20:07:24","2017-03-31 20:41:03","5250","2019","176","Clark St & Elm St","220","Hampden Ct & Diversey Pkwy","Subscriber","Female","1960"
"13518473","2017-03-31 20:07:22","2017-03-31 20:18:55","900","693","192","Canal St & Adams St","186","Ogden Ave & Race Ave","Subscriber","Female","1971"
"13518471","2017-03-31 20:06:51","2017-03-31 20:09:35","2263","164","248","Woodlawn Ave & 55th St","322","Kimbark Ave & 53rd St","Subscriber","Female","1984"
"13518470","2017-03-31 20:06:47","2017-03-31 20:27:04","2876","1217","331","Halsted St & Blackhawk St (*)","304","Broadway & Waveland Ave","Subscriber","Male","1993"
"13518467","2017-03-31 20:06:11","2017-03-31 20:14:51","634","520","62","McCormick Place","120","Wentworth Ave & Archer Ave","Subscriber","Male","1992"
"13518466","2017-03-31 20:06:01","2017-03-31 20:12:26","4235","385","318","Southport Ave & Irving Park Rd","117","Wilton Ave & Belmont Ave","Subscriber","Male","1991"
"13518465","2017-03-31 20:05:51","2017-03-31 20:13:17","3170","446","203","Western Ave & 21st St","208","Ashland Ave & 21st St","Subscriber","Female","1986"
"13518463","2017-03-31 20:05:32","2017-03-31 20:08:20","1320","168","278","Wallace St & 35th St","405","Wentworth Ave & 35th St","Subscriber","Male","1985"
"13518462","2017-03-31 20:05:20","2017-03-31 20:13:48","4988","508","53","Wells St & Huron St","125","Rush St & Hubbard St","Subscriber","Male","1986"
"13518459","2017-03-31 20:04:39","2017-03-31 20:08:53","5659","254","133","Kingsbury St & Kinzie St","91","Clinton St & Washington Blvd","Subscriber","Male","1964"
"13518457","2017-03-31 20:03:54","2017-03-31 20:14:33","5162","639","327","Sheffield Ave & Webster Ave","310","Damen Ave & Charleston St","Subscriber","Male","1985"
"13518455","2017-03-31 20:03:34","2017-03-31 20:21:47","2741","1093","36","Franklin St & Jackson Blvd","43","Michigan Ave & Washington St","Customer","",""
"13518454","2017-03-31 20:03:27","2017-03-31 20:21:38","561","1091","36","Franklin St & Jackson Blvd","43","Michigan Ave & Washington St","Customer","",""
"13518453","2017-03-31 20:03:13","2017-03-31 20:21:42","2839","1109","36","Franklin St & Jackson Blvd","43","Michigan Ave & Washington St","Customer","",""
"13518452","2017-03-31 20:03:06","2017-03-31 20:21:38","5111","1112","36","Franklin St & Jackson Blvd","43","Michigan Ave & Washington St","Customer","",""
"13518451","2017-03-31 20:02:18","2017-03-31 20:28:33","756","1575","343","Racine Ave & Wrightwood Ave","183","Damen Ave & Augusta Blvd","Subscriber","Male","1991"
"13518450","2017-03-31 20:02:03","2017-03-31 20:11:40","2183","577","244","Ravenswood Ave & Irving Park Rd","485","Sawyer Ave & Irving Park Rd","Subscriber","Male","1984"
"13518449","2017-03-31 20:01:46","2017-03-31 20:07:47","5414","361","17","Wood St & Division St","305","Western Ave & Division St","Subscriber","Male","1990"
"13518448","2017-03-31 20:01:36","2017-03-31 20:08:26","3559","410","260","Kedzie Ave & Milwaukee Ave","501","Richmond St & Diversey Ave","Subscriber","Male","1979"
"13518447","2017-03-31 20:01:18","2017-03-31 20:11:48","371","630","47","State St & Kinzie St","394","Clark St & 9th St (AMLI)","Subscriber","Male","1988"
"13518446","2017-03-31 20:01:07","2017-03-31 20:17:21","4242","974","46","Wells St & Walton St","340","Clark St & Wrightwood Ave","Subscriber","Male","1994"
"13518445","2017-03-31 20:01:04","2017-03-31 20:10:15","4513","551","85","Michigan Ave & Oak St","126","Clark St & North Ave","Subscriber","Male","1989"
"13518444","2017-03-31 20:00:59","2017-03-31 20:06:31","5317","332","327","Sheffield Ave & Webster Ave","13","Wilton Ave & Diversey Pkwy","Subscriber","Female","1964"
"13518443","2017-03-31 20:00:56","2017-03-31 20:06:05","5236","309","232","Pine Grove Ave & Waveland Ave","240","Sheridan Rd & Irving Park Rd","Subscriber","Male","1974"
"13518442","2017-03-31 20:00:52","2017-03-31 20:37:57","1513","2225","293","Broadway & Wilson Ave","234","Clark St & Montrose Ave","Subscriber","Female","1964"
"13518441","2017-03-31 20:00:32","2017-03-31 20:06:09","2306","337","144","Larrabee St & Webster Ave","289","Wells St & Concord Ln","Subscriber","Female","1988"
"13518440","2017-03-31 20:00:24","2017-03-31 20:06:20","5804","356","144","Larrabee St & Webster Ave","289","Wells St & Concord Ln","Subscriber","Male","1989"
"13518439","2017-03-31 20:00:16","2017-03-31 20:09:29","580","553","210","Ashland Ave & Division St","219","Damen Ave & Cortland St","Subscriber","Male","1987"
"13518438","2017-03-31 20:00:12","2017-03-31 20:05:08","141","296","110","Dearborn St & Erie St","142","McClurg Ct & Erie St","Subscriber","Male","1986"
"13518437","2017-03-31 19:59:56","2017-03-31 20:10:43","2333","647","434","Ogden Ave & Roosevelt Rd","129","Blue Island Ave & 18th St","Subscriber","Female","1992"
"13518436","2017-03-31 19:59:54","2017-03-31 20:02:56","2040","182","220","Hampden Ct & Diversey Pkwy","156","Clark St & Wellington Ave","Subscriber","Male","1992"
"13518435","2017-03-31 19:59:53","2017-03-31 20:06:48","3307","415","62","McCormick Place","255","Indiana Ave & Roosevelt Rd","Subscriber","Male","1979"
"13518434","2017-03-31 19:59:53","2017-03-31 20:04:20","3916","267","108","Halsted St & Polk St","241","Morgan St & Polk St","Subscriber","Male","1989"
"13518433","2017-03-31 19:58:44","2017-03-31 20:02:39","2954","235","205","Paulina St & 18th St","129","Blue Island Ave & 18th St","Subscriber","Female","1982"
"13518432","2017-03-31 19:58:23","2017-03-31 20:00:51","2015","148","61","Wood St & Milwaukee Ave","210","Ashland Ave & Division St","Subscriber","Male","1986"
"13518431","2017-03-31 19:58:17","2017-03-31 20:06:52","5676","515","119","Ashland Ave & Lake St","128","Damen Ave & Chicago Ave","Subscriber","Male","1982"
"13518430","2017-03-31 19:58:05","2017-03-31 20:11:39","4941","814","60","Dayton St & North Ave","337","Clark St & Chicago Ave","Subscriber","Male","1984"
"13518429","2017-03-31 19:57:49","2017-03-31 20:21:46","4267","1437","77","Clinton St & Madison St","77","Clinton St & Madison St","Subscriber","Male","1990"
"13518428","2017-03-31 19:57:25","2017-03-31 20:06:28","1128","543","145","Mies van der Rohe Way & Chestnut St","194","Wabash Ave & Wacker Pl","Subscriber","Male","1988"
"13518427","2017-03-31 19:57:24","2017-03-31 20:02:56","1796","332","304","Broadway & Waveland Ave","296","Broadway & Belmont Ave","Subscriber","Male","1989"
"13518426","2017-03-31 19:56:45","2017-03-31 20:02:02","1917","317","174","Canal St & Madison St","233","Sangamon St & Washington Blvd (*)","Subscriber","Male","1985"
"13518425","2017-03-31 19:56:37","2017-03-31 20:03:21","257","404","303","Broadway & Cornelia Ave","254","Pine Grove Ave & Irving Park Rd","Subscriber","Male","1994"
"13518423","2017-03-31 19:55:55","2017-03-31 20:05:13","132","558","460","Clark St & Bryn Mawr Ave","253","Clifton Ave & Lawrence Ave","Subscriber","Male","1957"
"13518422","2017-03-31 19:54:26","2017-03-31 20:07:12","4863","766","71","Morgan St & Lake St","128","Damen Ave & Chicago Ave","Subscriber","Male","1993"
"13518421","2017-03-31 19:54:15","2017-03-31 20:00:47","222","392","165","Clark St & Grace St","156","Clark St & Wellington Ave","Subscriber","Male","1993"
"13518420","2017-03-31 19:54:13","2017-03-31 19:57:32","4388","199","128","Damen Ave & Chicago Ave","183","Damen Ave & Augusta Blvd","Subscriber","Male","1975"
"13518419","2017-03-31 19:54:00","2017-03-31 20:02:36","3346","516","148","State St & 33rd St","237","MLK Jr Dr & 29th St","Subscriber","Male","1991"
"13518418","2017-03-31 19:53:50","2017-03-31 20:16:59","1900","1389","62","McCormick Place","35","Streeter Dr & Grand Ave","Subscriber","Female","1982"
"13518417","2017-03-31 19:53:47","2017-03-31 20:06:38","5250","771","110","Dearborn St & Erie St","176","Clark St & Elm St","Subscriber","Female","1960"
"13518416","2017-03-31 19:53:42","2017-03-31 20:10:42","4282","1020","138","Clybourn Ave & Division St","117","Wilton Ave & Belmont Ave","Subscriber","Male","1992"
"13518415","2017-03-31 19:53:35","2017-03-31 20:00:47","4523","432","317","Wood St & Taylor St","19","Loomis St & Taylor St (*)","Subscriber","Female","1975"
"13518414","2017-03-31 19:53:19","2017-03-31 19:56:30","306","191","232","Pine Grove Ave & Waveland Ave","114","Sheffield Ave & Waveland Ave","Subscriber","Male","1992"
"13518413","2017-03-31 19:53:14","2017-03-31 19:56:28","4874","194","69","Damen Ave & Pierce Ave","219","Damen Ave & Cortland St","Subscriber","Male","1992"
"13518412","2017-03-31 19:53:11","2017-03-31 19:59:21","3608","370","268","Lake Shore Dr & North Blvd","25","Michigan Ave & Pearson St","Subscriber","Male","1982"
"13518411","2017-03-31 19:53:04","2017-03-31 20:00:31","2078","447","45","Michigan Ave & Congress Pkwy","175","Wells St & Polk St","Subscriber","Male","1985"
"13518410","2017-03-31 19:52:57","2017-03-31 20:09:17","4333","980","454","Broadway & Granville Ave","297","Paulina St & Montrose Ave","Subscriber","Male","1981"
"13518409","2017-03-31 19:52:53","2017-03-31 19:57:34","4954","281","240","Sheridan Rd & Irving Park Rd","245","Clarendon Ave & Junior Ter","Subscriber","Male","1977"
"13518408","2017-03-31 19:51:58","2017-03-31 20:00:55","765","537","344","Ravenswood Ave & Lawrence Ave","462","Ravenswood Ave & Balmoral Ave","Subscriber","Male","1978"
"13518407","2017-03-31 19:51:39","2017-03-31 20:10:00","5185","1101","66","Clinton St & Lake St","128","Damen Ave & Chicago Ave","Subscriber","Male","1986"
"13518406","2017-03-31 19:51:37","2017-03-31 19:55:51","2367","254","286","Franklin St & Quincy St","107","Desplaines St & Jackson Blvd","Subscriber","Male","1976"
"13518405","2017-03-31 19:51:16","2017-03-31 20:03:10","1076","714","54","Ogden Ave & Chicago Ave","192","Canal St & Adams St","Subscriber","Male","1983"
"13518404","2017-03-31 19:50:59","2017-03-31 19:58:17","4596","438","98","LaSalle St & Washington St","52","Michigan Ave & Lake St","Subscriber","Male","1969"
"13518403","2017-03-31 19:50:04","2017-03-31 19:55:23","5642","319","293","Broadway & Wilson Ave","295","Broadway & Argyle St","Subscriber","Male","1977"
"13518402","2017-03-31 19:49:49","2017-03-31 19:53:56","1565","247","258","Logan Blvd & Elston Ave","504","Campbell Ave & Fullerton Ave","Subscriber","Male","1983"
"13518401","2017-03-31 19:49:49","2017-03-31 19:57:26","5268","457","173","Mies van der Rohe Way & Chicago Ave","364","Larrabee St & Oak St","Subscriber","Male","1983"
"13518400","2017-03-31 19:49:37","2017-03-31 19:57:28","4742","471","287","Franklin St & Monroe St","80","Aberdeen St & Monroe St","Subscriber","Male","1987"
"13518399","2017-03-31 19:49:30","2017-03-31 19:53:24","414","234","62","McCormick Place","42","Wabash Ave & Cermak Rd","Subscriber","Male","1986"
"13518398","2017-03-31 19:49:12","2017-03-31 19:54:03","3126","291","256","Broadway & Sheridan Rd","231","Sheridan Rd & Montrose Ave","Subscriber","Female","1989"
"13518397","2017-03-31 19:49:06","2017-03-31 20:00:39","1743","693","231","Sheridan Rd & Montrose Ave","243","Lincoln Ave & Leavitt St","Subscriber","Female","1988"
"13518396","2017-03-31 19:47:58","2017-03-31 19:52:18","4427","260","191","Canal St & Monroe St (*)","198","Green St & Madison St","Subscriber","Male","1970"
"13518395","2017-03-31 19:47:55","2017-03-31 19:51:25","1230","210","99","Lake Shore Dr & Ohio St","24","Fairbanks Ct & Grand Ave","Subscriber","Male","1953"
"13518394","2017-03-31 19:47:37","2017-03-31 19:50:48","5659","191","84","Milwaukee Ave & Grand Ave","133","Kingsbury St & Kinzie St","Subscriber","Male","1994"
"13518393","2017-03-31 19:47:36","2017-03-31 19:50:48","3479","192","84","Milwaukee Ave & Grand Ave","133","Kingsbury St & Kinzie St","Subscriber","Male","1993"
"13518392","2017-03-31 19:47:31","2017-03-31 20:05:31","2598","1080","40","LaSalle St & Adams St","236","Sedgwick St & Schiller St","Subscriber","Male","1970"
"13518391","2017-03-31 19:47:23","2017-03-31 19:51:22","5698","239","69","Damen Ave & Pierce Ave","130","Damen Ave & Division St","Subscriber","Male","1990"
"13518390","2017-03-31 19:47:17","2017-03-31 20:00:10","4544","773","457","Clark St & Elmdale Ave","325","Clark St & Winnemac Ave","Subscriber","Male","1981"
"13518389","2017-03-31 19:47:09","2017-03-31 19:55:33","1770","504","128","Damen Ave & Chicago Ave","186","Ogden Ave & Race Ave","Subscriber","Male","1983"
"13518387","2017-03-31 19:46:34","2017-03-31 20:08:23","4090","1309","129","Blue Island Ave & 18th St","129","Blue Island Ave & 18th St","Subscriber","Male","1981"
"13518386","2017-03-31 19:46:35","2017-03-31 19:56:58","471","623","311","Leavitt St & Lawrence Ave","323","Sheridan Rd & Lawrence Ave","Subscriber","Male","1981"
"13518384","2017-03-31 19:45:57","2017-03-31 20:15:45","3977","1788","234","Clark St & Montrose Ave","505","Winchester Ave & Elston Ave","Subscriber","Female","1992"
"13518382","2017-03-31 19:45:59","2017-03-31 19:56:40","4762","641","241","Morgan St & Polk St","208","Ashland Ave & 21st St","Subscriber","Male","1982"
"13518381","2017-03-31 19:45:28","2017-03-31 19:49:36","2801","248","365","Halsted St & North Branch St","331","Halsted St & Blackhawk St (*)","Subscriber","Male","1983"
"13518379","2017-03-31 19:45:28","2017-03-31 19:47:54","4409","146","86","Eckhart Park","54","Ogden Ave & Chicago Ave","Subscriber","Male","1991"
"13518378","2017-03-31 19:45:24","2017-03-31 19:50:48","1296","324","77","Clinton St & Madison St","133","Kingsbury St & Kinzie St","Subscriber","Male","1988"
"13518375","2017-03-31 19:44:36","2017-03-31 19:47:37","2596","181","26","McClurg Ct & Illinois St","24","Fairbanks Ct & Grand Ave","Subscriber","Male","1987"
"13518372","2017-03-31 19:44:06","2017-03-31 19:55:58","5181","712","22","May St & Taylor St","382","Western Ave & Congress Pkwy","Subscriber","Female","1997"
"13518371","2017-03-31 19:44:04","2017-03-31 19:56:21","4873","737","86","Eckhart Park","20","Sheffield Ave & Kingsbury St","Customer","",""
"13518367","2017-03-31 19:43:46","2017-03-31 19:46:37","3117","171","206","Halsted St & Archer Ave","207","Emerald Ave & 28th St","Subscriber","Female","1986"
"13518365","2017-03-31 19:43:41","2017-03-31 19:45:41","3313","120","183","Damen Ave & Augusta Blvd","128","Damen Ave & Chicago Ave","Subscriber","Male","1975"
"13518363","2017-03-31 19:43:35","2017-03-31 19:46:26","2090","171","194","Wabash Ave & Wacker Pl","38","Clark St & Lake St","Subscriber","Male","1970"
"13518362","2017-03-31 19:43:30","2017-03-31 19:45:52","2188","142","227","Southport Ave & Waveland Ave","347","Ashland Ave & Grace St","Subscriber","Male","1979"
"13518361","2017-03-31 19:43:21","2017-03-31 19:48:42","4316","321","117","Wilton Ave & Belmont Ave","13","Wilton Ave & Diversey Pkwy","Subscriber","Male","1993"
"13518360","2017-03-31 19:42:51","2017-03-31 19:51:08","4242","497","100","Orleans St & Merchandise Mart Plaza","46","Wells St & Walton St","Subscriber","Male","1981"
"13518356","2017-03-31 19:42:31","2017-03-31 19:53:45","5534","674","74","Kingsbury St & Erie St","99","Lake Shore Dr & Ohio St","Subscriber","Male","1988"
"13518355","2017-03-31 19:42:30","2017-03-31 19:51:58","196","568","328","Ellis Ave & 58th St","419","Lake Park Ave & 53rd St","Subscriber","Male","1981"
"13518353","2017-03-31 19:42:23","2017-03-31 19:45:19","1661","176","19","Loomis St & Taylor St (*)","22","May St & Taylor St","Subscriber","Male","1992"
"13518352","2017-03-31 19:42:11","2017-03-31 19:49:31","2411","440","175","Wells St & Polk St","45","Michigan Ave & Congress Pkwy","Subscriber","Male","1985"
"13518351","2017-03-31 19:42:08","2017-03-31 19:51:08","1878","540","359","Larrabee St & Division St","176","Clark St & Elm St","Subscriber","Male","1988"
"13518350","2017-03-31 19:42:09","2017-03-31 19:54:23","3841","734","194","Wabash Ave & Wacker Pl","172","Rush St & Cedar St","Customer","",""
"13518349","2017-03-31 19:41:58","2017-03-31 19:56:10","1506","852","194","Wabash Ave & Wacker Pl","172","Rush St & Cedar St","Customer","",""
"13518347","2017-03-31 19:41:16","2017-03-31 19:46:28","3308","312","248","Woodlawn Ave & 55th St","426","Ellis Ave & 60th St","Subscriber","Male","1980"
"13518345","2017-03-31 19:41:10","2017-03-31 19:57:53","4941","1003","258","Logan Blvd & Elston Ave","60","Dayton St & North Ave","Subscriber","Male","1984"
"13518342","2017-03-31 19:40:38","2017-03-31 19:41:51","1168","73","175","Wells St & Polk St","175","Wells St & Polk St","Subscriber","Male","1985"
"13518341","2017-03-31 19:40:17","2017-03-31 19:56:59","2993","1002","141","Clark St & Lincoln Ave","199","Wabash Ave & Grand Ave","Subscriber","Female","1986"
"13518339","2017-03-31 19:40:05","2017-03-31 19:45:09","5148","304","255","Indiana Ave & Roosevelt Rd","284","Michigan Ave & Jackson Blvd","Subscriber","Female","1986"
"13518337","2017-03-31 19:39:58","2017-03-31 19:44:47","5357","289","255","Indiana Ave & Roosevelt Rd","284","Michigan Ave & Jackson Blvd","Subscriber","Male","1985"
"13518336","2017-03-31 19:39:56","2017-03-31 19:50:26","1380","630","117","Wilton Ave & Belmont Ave","220","Hampden Ct & Diversey Pkwy","Subscriber","Female","1968"
"13518334","2017-03-31 19:39:41","2017-03-31 19:45:27","3467","346","62","McCormick Place","120","Wentworth Ave & Archer Ave","Subscriber","Male","1966"
"13518333","2017-03-31 19:39:37","2017-03-31 19:54:50","4701","913","342","Wolcott Ave & Polk St","66","Clinton St & Lake St","Subscriber","Male","1988"
"13518331","2017-03-31 19:39:00","2017-03-31 19:45:26","2831","386","176","Clark St & Elm St","176","Clark St & Elm St","Subscriber","Male","1970"
"13518329","2017-03-31 19:38:15","2017-03-31 19:49:30","2774","675","447","Glenwood Ave & Morse Ave","467","Western Ave & Lunt Ave","Subscriber","Female","1963"
"13518328","2017-03-31 19:38:10","2017-03-31 19:41:02","3886","172","117","Wilton Ave & Belmont Ave","156","Clark St & Wellington Ave","Subscriber","Female","1985"
"13518326","2017-03-31 19:37:59","2017-03-31 19:42:59","5190","300","272","Indiana Ave & 31st St","148","State St & 33rd St","Subscriber","Male","1994"
"13518324","2017-03-31 19:37:41","2017-03-31 19:40:11","2188","150","347","Ashland Ave & Grace St","227","Southport Ave & Waveland Ave","Subscriber","Male","1979"
"13518322","2017-03-31 19:37:30","2017-03-31 19:43:38","2659","368","115","Sheffield Ave & Wellington Ave","220","Hampden Ct & Diversey Pkwy","Subscriber","Male","1986"
"13518321","2017-03-31 19:37:28","2017-03-31 19:43:27","4842","359","285","Wood St & Hubbard St","128","Damen Ave & Chicago Ave","Subscriber","Male","1989"
"13518320","2017-03-31 19:37:03","2017-03-31 19:43:37","2074","394","220","Hampden Ct & Diversey Pkwy","13","Wilton Ave & Diversey Pkwy","Subscriber","Female","1993"
"13518319","2017-03-31 19:37:03","2017-03-31 19:40:18","3250","195","72","Wabash Ave & 16th St","59","Wabash Ave & Roosevelt Rd","Subscriber","Male","1985"
"13518317","2017-03-31 19:37:00","2017-03-31 19:41:36","1235","276","286","Franklin St & Quincy St","33","State St & Van Buren St","Subscriber","Male","1980"
"13518316","2017-03-31 19:36:53","2017-03-31 19:44:03","632","430","304","Broadway & Waveland Ave","312","Clarendon Ave & Gordon Ter","Subscriber","Female","1969"
"13518315","2017-03-31 19:36:49","2017-03-31 19:48:20","3654","691","148","State St & 33rd St","237","MLK Jr Dr & 29th St","Subscriber","Male","1995"
"13518313","2017-03-31 19:36:46","2017-03-31 19:40:51","2444","245","463","Clark St & Berwyn Ave","294","Broadway & Berwyn Ave","Subscriber","Male","1980"
"13518312","2017-03-31 19:36:43","2017-03-31 19:57:25","4315","1242","43","Michigan Ave & Washington St","202","Halsted St & 18th St","Subscriber","Female","1974"
"13518311","2017-03-31 19:36:33","2017-03-31 19:41:13","3736","280","123","California Ave & Milwaukee Ave","290","Kedzie Ave & Palmer Ct","Subscriber","Male","1991"
"13518308","2017-03-31 19:35:36","2017-03-31 19:39:11","4316","215","154","Southport Ave & Belmont Ave","117","Wilton Ave & Belmont Ave","Subscriber","Male","1993"
"13518307","2017-03-31 19:35:22","2017-03-31 19:44:41","4875","559","337","Clark St & Chicago Ave","49","Dearborn St & Monroe St","Subscriber","Male","1987"
"13518306","2017-03-31 19:34:47","2017-03-31 19:46:23","1575","696","88","Racine Ave & Randolph St","30","Ashland Ave & Augusta Blvd","Subscriber","Male","1989"
"13518305","2017-03-31 19:34:38","2017-03-31 19:41:57","462","439","60","Dayton St & North Ave","141","Clark St & Lincoln Ave","Customer","",""
"13518303","2017-03-31 19:34:33","2017-03-31 19:45:41","3977","668","251","Clarendon Ave & Leland Ave","234","Clark St & Montrose Ave","Subscriber","Female","1992"
"13518301","2017-03-31 19:33:53","2017-03-31 19:39:37","4914","344","331","Halsted St & Blackhawk St (*)","113","Bissell St & Armitage Ave","Subscriber","Female","1964"
"13518300","2017-03-31 19:33:44","2017-03-31 20:18:44","2309","2700","338","Calumet Ave & 18th St","289","Wells St & Concord Ln","Customer","",""
"13518299","2017-03-31 19:33:44","2017-03-31 19:46:20","551","756","76","Lake Shore Dr & Monroe St","97","Field Museum","Customer","",""
"13518298","2017-03-31 19:33:37","2017-03-31 19:39:56","2103","379","49","Dearborn St & Monroe St","36","Franklin St & Jackson Blvd","Subscriber","Male","1983"
"13518297","2017-03-31 19:33:23","2017-03-31 19:45:39","141","736","112","Green St & Randolph St","110","Dearborn St & Erie St","Subscriber","Male","1980"
"13518296","2017-03-31 19:33:22","2017-03-31 19:46:31","1114","789","76","Lake Shore Dr & Monroe St","97","Field Museum","Customer","",""
"13518295","2017-03-31 19:33:18","2017-03-31 19:52:20","3808","1142","130","Damen Ave & Division St","20","Sheffield Ave & Kingsbury St","Subscriber","Male","1985"
"13518294","2017-03-31 19:32:59","2017-03-31 19:39:19","53","380","77","Clinton St & Madison St","133","Kingsbury St & Kinzie St","Subscriber","Male","1978"
"13518293","2017-03-31 19:32:59","2017-03-31 19:36:41","2505","222","26","McClurg Ct & Illinois St","199","Wabash Ave & Grand Ave","Subscriber","Female","1990"
"13518292","2017-03-31 19:32:58","2017-03-31 19:44:42","908","704","340","Clark St & Wrightwood Ave","230","Lincoln Ave & Roscoe St","Subscriber","Male","1987"
"13518291","2017-03-31 19:32:45","2017-03-31 19:46:57","1500","852","76","Lake Shore Dr & Monroe St","97","Field Museum","Customer","",""
"13518290","2017-03-31 19:32:18","2017-03-31 19:38:44","5038","386","111","Sedgwick St & Huron St","236","Sedgwick St & Schiller St","Subscriber","Male","1985"
"13518289","2017-03-31 19:32:16","2017-03-31 19:34:13","808","117","603","Chicago Ave & Sheridan Rd","605","University Library (NU)","Subscriber","Female","1995"
"13518287","2017-03-31 19:32:05","2017-03-31 19:37:10","3870","305","214","Damen Ave & Grand Ave","130","Damen Ave & Division St","Subscriber","Female","1982"
"13518286","2017-03-31 19:31:38","2017-03-31 19:55:24","1411","1426","62","McCormick Place","39","Wabash Ave & Adams St","Subscriber","Female","1972"
"13518284","2017-03-31 19:31:28","2017-03-31 19:55:36","2980","1448","62","McCormick Place","39","Wabash Ave & Adams St","Customer","",""
"13518283","2017-03-31 19:31:29","2017-03-31 19:33:24","4733","115","77","Clinton St & Madison St","192","Canal St & Adams St","Subscriber","Male","1994"
"13518282","2017-03-31 19:31:02","2017-03-31 19:46:00","257","898","244","Ravenswood Ave & Irving Park Rd","303","Broadway & Cornelia Ave","Subscriber","Male","1982"
"13518280","2017-03-31 19:30:41","2017-03-31 19:38:15","140","454","164","Franklin St & Lake St","26","McClurg Ct & Illinois St","Subscriber","Male","1984"
"13518279","2017-03-31 19:30:12","2017-03-31 19:33:56","3446","224","286","Franklin St & Quincy St","174","Canal St & Madison St","Subscriber","Male","1969"
"13518277","2017-03-31 19:29:36","2017-03-31 19:33:20","4008","224","156","Clark St & Wellington Ave","299","Halsted St & Roscoe St","Subscriber","Male","1988"
"13518276","2017-03-31 19:29:30","2017-03-31 19:41:33","1391","723","133","Kingsbury St & Kinzie St","46","Wells St & Walton St","Subscriber","Male","1980"
"13518275","2017-03-31 19:29:29","2017-03-31 19:34:37","3430","308","605","University Library (NU)","604","Sheridan Rd & Noyes St (NU)","Subscriber","Male","1951"
"13518274","2017-03-31 19:29:25","2017-03-31 19:36:18","3937","413","15","Racine Ave & 18th St","19","Loomis St & Taylor St (*)","Subscriber","Male","1991"
"13518272","2017-03-31 19:29:11","2017-03-31 19:33:12","3020","241","20","Sheffield Ave & Kingsbury St","331","Halsted St & Blackhawk St (*)","Subscriber","Male","1982"
"13518271","2017-03-31 19:29:04","2017-03-31 19:35:21","5585","377","311","Leavitt St & Lawrence Ave","325","Clark St & Winnemac Ave","Subscriber","Male","1983"
"13518270","2017-03-31 19:28:53","2017-03-31 19:50:56","4307","1323","337","Clark St & Chicago Ave","158","Milwaukee Ave & Wabansia Ave","Subscriber","Female","1989"
"13518269","2017-03-31 19:28:39","2017-03-31 19:37:29","5694","530","96","Desplaines St & Randolph St","47","State St & Kinzie St","Subscriber","Male","1986"
"13518268","2017-03-31 19:28:22","2017-03-31 19:52:49","1115","1467","140","Dearborn Pkwy & Delaware Pl","153","Southport Ave & Wellington Ave","Subscriber","Male","1981"
"13518267","2017-03-31 19:28:17","2017-03-31 19:56:20","3583","1683","174","Canal St & Madison St","153","Southport Ave & Wellington Ave","Subscriber","Male","1969"
"13518266","2017-03-31 19:27:59","2017-03-31 19:31:59","80","240","260","Kedzie Ave & Milwaukee Ave","501","Richmond St & Diversey Ave","Subscriber","Female","1991"
"13518265","2017-03-31 19:27:49","2017-03-31 19:51:12","276","1403","298","Lincoln Ave & Belle Plaine Ave","16","Paulina Ave & North Ave","Subscriber","Male","1989"
"13518264","2017-03-31 19:27:24","2017-03-31 19:36:55","1049","571","39","Wabash Ave & Adams St","72","Wabash Ave & 16th St","Subscriber","Female","1989"
"13518263","2017-03-31 19:27:24","2017-03-31 20:36:09","3699","4125","26","McClurg Ct & Illinois St","24","Fairbanks Ct & Grand Ave","Subscriber","Male","1959"
"13518262","2017-03-31 19:27:23","2017-03-31 19:42:21","2672","898","164","Franklin St & Lake St","26","McClurg Ct & Illinois St","Subscriber","Female","1987"
